bag_id,mae,true_prev_class_0,true_prev_class_1,true_prev_class_2,pred_prev_class_0,pred_prev_class_1,pred_prev_class_2
66,0.008254379,0.27,0.53,0.2,0.25761843,0.53799194,0.20438959
67,0.034958884,0.27,0.53,0.2,0.32243833,0.4965144,0.18104723
68,0.010735367,0.27,0.53,0.2,0.25389692,0.5366185,0.20948452
69,0.031679284,0.27,0.53,0.2,0.28294158,0.48248103,0.23457734
70,0.022682726,0.27,0.53,0.2,0.28487945,0.5491446,0.16597591
71,0.026728258,0.27,0.53,0.2,0.3100924,0.5029192,0.18698838
72,0.014813438,0.27,0.53,0.2,0.24777986,0.5436586,0.20856152
73,0.020713747,0.27,0.53,0.2,0.2807014,0.49892935,0.22036923
74,0.013328363,0.27,0.53,0.2,0.28999257,0.52870566,0.18130179
75,0.05599643,0.27,0.53,0.2,0.20956112,0.5064442,0.28399464
76,0.019286403,0.27,0.53,0.2,0.29857594,0.5010704,0.2003537
77,0.019096186,0.27,0.53,0.2,0.29864433,0.5216362,0.17971955
78,0.01896969,0.27,0.53,0.2,0.29845458,0.5028396,0.19870585
79,0.018325305,0.27,0.53,0.2,0.29748797,0.5174739,0.18503815
80,0.022295734,0.27,0.53,0.2,0.3034436,0.5163198,0.18023656
81,0.004440417,0.27,0.53,0.2,0.2633394,0.5354591,0.20120151
82,0.013642292,0.27,0.53,0.2,0.290048,0.50953656,0.20041548
83,0.034876656,0.27,0.53,0.2,0.28414235,0.477685,0.23817267
84,0.052577715,0.27,0.53,0.2,0.33343616,0.45113343,0.21543045
85,0.016780525,0.27,0.53,0.2,0.29517084,0.51909006,0.18573917
86,0.028830513,0.27,0.53,0.2,0.30384997,0.4867542,0.20939583
87,0.025783256,0.27,0.53,0.2,0.30867496,0.50087297,0.19045219
88,0.015180647,0.27,0.53,0.2,0.2893149,0.5334561,0.17722906
89,0.015513743,0.27,0.53,0.2,0.29327062,0.5245356,0.18219376
90,0.01619707,0.27,0.53,0.2,0.2942956,0.5219004,0.18380395
91,0.02144359,0.27,0.53,0.2,0.3021654,0.5035059,0.1943287
92,0.01090606,0.27,0.53,0.2,0.2780236,0.5383355,0.18364094
93,0.017030498,0.27,0.53,0.2,0.2955458,0.5116625,0.19279177
94,0.008575603,0.27,0.53,0.2,0.25979447,0.5273421,0.21286339
95,0.024337888,0.27,0.53,0.2,0.30650684,0.4942578,0.19923533
96,0.020298466,0.27,0.53,0.2,0.30044767,0.5286352,0.17091703
97,0.008849989,0.27,0.53,0.2,0.25780594,0.52891904,0.21327497
98,0.024752483,0.27,0.53,0.2,0.30712873,0.5028153,0.19005594
99,0.012803987,0.27,0.53,0.2,0.2875323,0.53167367,0.18079403
100,0.011231561,0.27,0.53,0.2,0.28535774,0.5314896,0.18315269
101,0.012893419,0.27,0.53,0.2,0.28934014,0.5299695,0.18069033
102,0.01610224,0.27,0.53,0.2,0.29415342,0.52042514,0.18542153
103,0.019457906,0.27,0.53,0.2,0.289902,0.5392848,0.17081313
104,0.008079082,0.27,0.53,0.2,0.2578814,0.5414269,0.20069171
105,0.020371268,0.27,0.53,0.2,0.29641944,0.49944308,0.20413749
106,0.0074513904,0.27,0.53,0.2,0.27937725,0.5188229,0.20179987
107,0.029305017,0.27,0.53,0.2,0.28770134,0.48604247,0.22625622
108,0.012976944,0.27,0.53,0.2,0.25053462,0.5356691,0.21379633
109,0.017190939,0.27,0.53,0.2,0.29578638,0.50863767,0.19557586
110,0.027787173,0.27,0.53,0.2,0.3116808,0.4973078,0.19101143
111,0.026321804,0.27,0.53,0.2,0.30948272,0.5108087,0.17970857
112,0.028053233,0.27,0.53,0.2,0.3120799,0.5023514,0.18556876
113,0.020943364,0.27,0.53,0.2,0.3014151,0.50615174,0.19243322
114,0.023695275,0.27,0.53,0.2,0.30554295,0.5125958,0.18186131
115,0.0106167095,0.27,0.53,0.2,0.2859251,0.52016056,0.19391437
116,0.02339285,0.27,0.53,0.2,0.30508932,0.51462674,0.180284
117,0.019187486,0.27,0.53,0.2,0.29878125,0.5091072,0.19211158
118,0.010807653,0.27,0.53,0.2,0.2862115,0.51675755,0.19703095
119,0.015447234,0.27,0.53,0.2,0.29317087,0.52005225,0.18677688
120,0.022069195,0.27,0.53,0.2,0.3031038,0.51099104,0.18590514
121,0.018199017,0.27,0.53,0.2,0.29729855,0.50930434,0.19339712
122,0.004380882,0.27,0.53,0.2,0.26384586,0.53657126,0.1995828
123,0.016782293,0.27,0.53,0.2,0.24482659,0.533543,0.22163044
124,0.02657708,0.27,0.53,0.2,0.30986562,0.5064094,0.18372494
125,0.022055566,0.27,0.53,0.2,0.30308336,0.51621944,0.18069719
126,0.025335481,0.27,0.53,0.2,0.30800322,0.50661033,0.1853864
127,0.015808726,0.27,0.53,0.2,0.29371312,0.5197321,0.18655479
128,0.02215968,0.27,0.53,0.2,0.30323952,0.5147297,0.18203077
129,0.019997412,0.27,0.53,0.2,0.28674573,0.5432504,0.17000389
130,0.017897705,0.27,0.53,0.2,0.29684657,0.51567787,0.18747555
131,0.01914747,0.27,0.53,0.2,0.29118901,0.53753215,0.17127877
132,0.024701914,0.27,0.53,0.2,0.3070529,0.50898707,0.18396007
133,0.023765242,0.27,0.53,0.2,0.30564785,0.51355207,0.18080002
134,0.027505651,0.27,0.53,0.2,0.3112585,0.49386802,0.19487348
135,0.023702249,0.27,0.53,0.2,0.30555338,0.5024951,0.19195148
136,0.009316663,0.27,0.53,0.2,0.26787785,0.543975,0.1881472
137,0.02191618,0.27,0.53,0.2,0.30287433,0.5240111,0.17311467
138,0.018058399,0.27,0.53,0.2,0.29708764,0.52099246,0.18191995
139,0.014344339,0.27,0.53,0.2,0.2915165,0.5222143,0.18626916
140,0.02116909,0.27,0.53,0.2,0.30175364,0.5078349,0.19041142
141,0.029628674,0.27,0.53,0.2,0.314443,0.4926146,0.19294234
142,0.03356116,0.27,0.53,0.2,0.23816067,0.5803417,0.18149759
143,0.0091093285,0.27,0.53,0.2,0.27966005,0.5340039,0.186336
144,0.012807642,0.27,0.53,0.2,0.28921148,0.52874446,0.18204406
145,0.025868595,0.27,0.53,0.2,0.30880293,0.50912803,0.18206908
146,0.019968301,0.27,0.53,0.2,0.2918732,0.53807926,0.17004757
147,0.022027424,0.27,0.53,0.2,0.30304116,0.5061148,0.19084407
148,0.022747612,0.27,0.53,0.2,0.3041214,0.5049441,0.19093445
149,0.009794478,0.27,0.53,0.2,0.27440852,0.51530826,0.21028322
150,0.023182357,0.27,0.53,0.2,0.30477354,0.51478904,0.18043739
151,0.0146518545,0.27,0.53,0.2,0.29197782,0.521802,0.18622021
152,0.01792863,0.27,0.53,0.2,0.29689294,0.52566683,0.17744018
153,0.023449933,0.27,0.53,0.2,0.27760872,0.49482507,0.22756618
154,0.026272357,0.27,0.53,0.2,0.30940852,0.50092137,0.18967004
155,0.0121239675,0.27,0.53,0.2,0.28818595,0.51225746,0.19955656
156,0.02610471,0.27,0.53,0.2,0.3091571,0.49424228,0.19660066
157,0.025631264,0.27,0.53,0.2,0.3084469,0.507297,0.1842561
158,0.0083131045,0.27,0.53,0.2,0.28246966,0.51911,0.19842029
159,0.010546222,0.27,0.53,0.2,0.28581935,0.5188901,0.19529057
160,0.01795511,0.27,0.53,0.2,0.2969327,0.50879997,0.19426736
161,0.006874129,0.27,0.53,0.2,0.2796137,0.5196888,0.20069751
162,0.021568457,0.27,0.53,0.2,0.3023527,0.50973994,0.18790735
163,0.032383557,0.27,0.53,0.2,0.31857532,0.51487255,0.16655207
164,0.01751005,0.27,0.53,0.2,0.29626513,0.51394063,0.1897943
165,0.024015585,0.27,0.53,0.2,0.29147545,0.5445479,0.16397662
166,0.018320134,0.27,0.53,0.2,0.29748023,0.5284968,0.17402299
167,0.01318118,0.27,0.53,0.2,0.28977177,0.51146686,0.19876133
168,0.008903111,0.27,0.53,0.2,0.28335467,0.5220217,0.19462359
169,0.024786517,0.27,0.53,0.2,0.30717978,0.50983554,0.18298465
170,0.02378059,0.27,0.53,0.2,0.30567092,0.5085052,0.18582389
171,0.016986072,0.27,0.53,0.2,0.29547912,0.52005714,0.18446372
172,0.011725376,0.27,0.53,0.2,0.28674632,0.5124119,0.20084174
173,0.021794975,0.27,0.53,0.2,0.30269247,0.5278008,0.16950671
174,0.00899824,0.27,0.53,0.2,0.28128558,0.5322118,0.18650267
175,0.01797092,0.27,0.53,0.2,0.29695636,0.5144015,0.18864207
176,0.012082547,0.27,0.53,0.2,0.28812382,0.51559526,0.19628088
177,0.017781556,0.27,0.53,0.2,0.29667234,0.52638024,0.1769474
178,0.026604638,0.27,0.53,0.2,0.309907,0.50974816,0.18034488
179,0.02102884,0.27,0.53,0.2,0.24684636,0.5216104,0.23154329
180,0.00800388,0.27,0.53,0.2,0.273265,0.51799417,0.20874085
181,0.005156184,0.27,0.53,0.2,0.26226574,0.5336309,0.20410335
182,0.018502489,0.27,0.53,0.2,0.29775375,0.5100635,0.19218272
183,0.009013678,0.27,0.53,0.2,0.27034673,0.5164795,0.21317384
184,0.01782682,0.27,0.53,0.2,0.2967402,0.5223615,0.18089819
185,0.012187759,0.27,0.53,0.2,0.26718575,0.5482816,0.18453263
186,0.018895239,0.27,0.53,0.2,0.29834285,0.5152396,0.1864175
187,0.020852372,0.27,0.53,0.2,0.3012786,0.5193206,0.17940083
188,0.016402876,0.27,0.53,0.2,0.2946043,0.5191936,0.18620205
189,0.015759086,0.27,0.53,0.2,0.29363865,0.5232198,0.18314153
190,0.03199846,0.27,0.53,0.2,0.22200233,0.5678231,0.21017456
191,0.01882883,0.27,0.53,0.2,0.29824322,0.5084965,0.19326018
192,0.027353242,0.27,0.53,0.2,0.31102985,0.49794284,0.19102725
193,0.019562542,0.27,0.53,0.2,0.29925206,0.5300917,0.17065616
194,0.021273395,0.27,0.53,0.2,0.30191013,0.5063289,0.19176103
195,0.009489149,0.27,0.53,0.2,0.25948364,0.52628267,0.21423377
196,0.0089783715,0.27,0.53,0.2,0.28346756,0.5193443,0.19718814
197,0.020638743,0.27,0.53,0.2,0.30095813,0.5156145,0.18342735
198,0.025163963,0.27,0.53,0.2,0.30774593,0.51158893,0.18066508
199,0.012731398,0.27,0.53,0.2,0.2825171,0.53657997,0.1809029
200,0.012913202,0.27,0.53,0.2,0.25579953,0.52483064,0.2193698
201,0.029428026,0.27,0.53,0.2,0.31414202,0.49685383,0.18900408
202,0.012141973,0.27,0.53,0.2,0.28821298,0.52419317,0.18759386
203,0.021753436,0.27,0.53,0.2,0.30263022,0.5190688,0.1783011
204,0.017838106,0.27,0.53,0.2,0.29675716,0.51336753,0.18987527
205,0.020037025,0.27,0.53,0.2,0.3000556,0.5115732,0.18837129
206,0.022596011,0.27,0.53,0.2,0.30389407,0.5211272,0.17497878
207,0.005654315,0.27,0.53,0.2,0.27848148,0.5218647,0.19965379
208,0.017560855,0.27,0.53,0.2,0.29634127,0.50423217,0.1994265
209,0.061656836,0.27,0.53,0.2,0.26590496,0.44160977,0.29248527
210,0.00912717,0.27,0.53,0.2,0.2836908,0.5299197,0.18638958
211,0.0219804,0.27,0.53,0.2,0.30297062,0.5244992,0.1725302
212,0.002967005,0.27,0.53,0.2,0.26554948,0.53243065,0.20201981
213,0.005004257,0.27,0.53,0.2,0.2624936,0.53348845,0.20401789
214,0.025178358,0.27,0.53,0.2,0.3077676,0.4986778,0.1935547
215,0.022890365,0.27,0.53,0.2,0.30433556,0.4983898,0.19727463
216,0.04389052,0.27,0.53,0.2,0.20416422,0.55447835,0.2413574
217,0.008160755,0.27,0.53,0.2,0.2577589,0.53992707,0.20231405
218,0.012394269,0.27,0.53,0.2,0.2885914,0.5169868,0.19442178
219,0.022482539,0.27,0.53,0.2,0.3037238,0.5243326,0.17194358
220,0.019576326,0.27,0.53,0.2,0.29936448,0.5213577,0.17927775
221,0.020064875,0.27,0.53,0.2,0.29325777,0.49990264,0.20683953
222,0.022838801,0.27,0.53,0.2,0.30425823,0.50496894,0.19077285
223,0.008891354,0.27,0.53,0.2,0.25723583,0.5294272,0.21333708
224,0.01494278,0.27,0.53,0.2,0.29241416,0.5124822,0.19510356
225,0.017298922,0.27,0.53,0.2,0.29594842,0.5250911,0.1789605
226,0.017371595,0.27,0.53,0.2,0.29605743,0.5178885,0.18605413
227,0.016347786,0.27,0.53,0.2,0.29452175,0.521234,0.18424438
228,0.009131208,0.27,0.53,0.2,0.2612006,0.52510256,0.21369681
229,0.022793422,0.27,0.53,0.2,0.30419013,0.49994922,0.19586061
230,0.022541335,0.27,0.53,0.2,0.303812,0.51349586,0.1826921
231,0.0066926777,0.27,0.53,0.2,0.25996098,0.5364985,0.20354049
232,0.0045769163,0.27,0.53,0.2,0.26585916,0.52727544,0.20686537
233,0.019384915,0.27,0.53,0.2,0.29907736,0.5040718,0.1968508
234,0.023056114,0.27,0.53,0.2,0.3025027,0.5320815,0.16541585
235,0.012078355,0.27,0.53,0.2,0.28811756,0.52010256,0.1917799
236,0.017674655,0.27,0.53,0.2,0.296512,0.520212,0.18327601
237,0.016144693,0.27,0.53,0.2,0.29421705,0.52164865,0.18413429
238,0.01295653,0.27,0.53,0.2,0.28943482,0.52294135,0.18762384
239,0.02207669,0.27,0.53,0.2,0.30311507,0.5077619,0.18912306
240,0.025457272,0.27,0.53,0.2,0.30818594,0.5034333,0.1883808
241,0.016015464,0.27,0.53,0.2,0.29402322,0.52018577,0.18579102
242,0.060873877,0.27,0.53,0.2,0.17868917,0.58259714,0.23871362
243,0.013961901,0.27,0.53,0.2,0.24905713,0.5363008,0.21464202
244,0.019851709,0.27,0.53,0.2,0.2997776,0.5007462,0.19947624
245,0.027667427,0.27,0.53,0.2,0.29094607,0.48849887,0.22055513
246,0.019652516,0.27,0.53,0.2,0.29838833,0.50052124,0.2010905
247,0.02256459,0.27,0.53,0.2,0.30384693,0.5138676,0.1822855
248,0.020463705,0.27,0.53,0.2,0.30069563,0.51991177,0.17939271
249,0.031103903,0.27,0.53,0.2,0.22334416,0.57056767,0.20608817
250,0.016443962,0.27,0.53,0.2,0.27727026,0.5053341,0.21739575
251,0.019019132,0.27,0.53,0.2,0.2985287,0.50965655,0.19181472
252,0.017885676,0.27,0.53,0.2,0.29682854,0.5130471,0.19012438
253,0.003862833,0.27,0.53,0.2,0.2757943,0.52883905,0.19536671
254,0.015851418,0.27,0.53,0.2,0.29217786,0.5315992,0.17622285
255,0.021906203,0.27,0.53,0.2,0.30285934,0.5206499,0.17649078
256,0.022790313,0.27,0.53,0.2,0.2938482,0.54033726,0.16581453
257,0.0047172406,0.27,0.53,0.2,0.27666277,0.5304131,0.19292416
258,0.018577144,0.27,0.53,0.2,0.24645694,0.5578657,0.19567735
259,0.027574932,0.27,0.53,0.2,0.31136245,0.5020122,0.18662542
260,0.016077697,0.27,0.53,0.2,0.29411653,0.5160815,0.18980189
261,0.008633375,0.27,0.53,0.2,0.28295004,0.5173486,0.1997013
262,0.020016188,0.27,0.53,0.2,0.3000243,0.5191713,0.1808044
263,0.01920771,0.27,0.53,0.2,0.29703757,0.531774,0.17118844
264,0.024390379,0.27,0.53,0.2,0.30658558,0.5054442,0.18797018
265,0.013541311,0.27,0.53,0.2,0.290312,0.5179699,0.19171812
266,0.018502852,0.27,0.53,0.2,0.29775426,0.5215827,0.18066294
267,0.01760306,0.27,0.53,0.2,0.29460317,0.5035954,0.20180146
268,0.020221462,0.27,0.53,0.2,0.3003322,0.52319026,0.1764775
269,0.023295095,0.27,0.53,0.2,0.30494267,0.5000399,0.19501747
270,0.014008065,0.27,0.53,0.2,0.2910121,0.52231175,0.18667613
271,0.08841673,0.27,0.53,0.2,0.35194093,0.3973749,0.25068423
272,0.02215238,0.27,0.53,0.2,0.3032286,0.5222058,0.17456558
273,0.019660851,0.27,0.53,0.2,0.2994913,0.52868867,0.17182003
274,0.018728713,0.27,0.53,0.2,0.29809308,0.5090577,0.1928492
275,0.017269915,0.27,0.53,0.2,0.24409513,0.5429295,0.21297537
276,0.0153837055,0.27,0.53,0.2,0.29307556,0.521269,0.18565539
277,0.0380372,0.27,0.53,0.2,0.3112823,0.47294417,0.21577351
278,0.016653815,0.27,0.53,0.2,0.25429925,0.52072,0.22498073
279,0.020795941,0.27,0.53,0.2,0.30119395,0.51545477,0.18335132
280,0.009987985,0.27,0.53,0.2,0.28498203,0.5242337,0.19078434
281,0.019504493,0.27,0.53,0.2,0.29925674,0.5223423,0.1784009
282,0.018244276,0.27,0.53,0.2,0.29371104,0.53365535,0.17263357
283,0.021815225,0.27,0.53,0.2,0.30272284,0.5259402,0.17133695
284,0.018156683,0.27,0.53,0.2,0.25027442,0.557235,0.19249058
285,0.026251087,0.27,0.53,0.2,0.30937663,0.5188189,0.17180441
286,0.025149768,0.27,0.53,0.2,0.29831654,0.5394081,0.16227534
287,0.029195225,0.27,0.53,0.2,0.31379282,0.4913242,0.19488293
288,0.01542373,0.27,0.53,0.2,0.29313558,0.52120686,0.1856575
289,0.02161946,0.27,0.53,0.2,0.30242917,0.5009456,0.19662513
290,0.014425744,0.27,0.53,0.2,0.29163864,0.5264073,0.18195407
291,0.023540283,0.27,0.53,0.2,0.3053104,0.5073183,0.1873712
292,0.013462603,0.27,0.53,0.2,0.29019392,0.52132386,0.18848221
293,0.008676703,0.27,0.53,0.2,0.27238786,0.5406272,0.18698496
294,0.017374396,0.27,0.53,0.2,0.29606164,0.5267101,0.17722832
295,0.007054577,0.27,0.53,0.2,0.26280263,0.5405818,0.1966155
296,0.02337203,0.27,0.53,0.2,0.3050581,0.51326865,0.18167332
297,0.019447228,0.27,0.53,0.2,0.29917085,0.522682,0.17814712
298,0.01933988,0.27,0.53,0.2,0.29900986,0.522731,0.17825918
299,0.010162428,0.27,0.53,0.2,0.2636431,0.5452436,0.1911133
300,0.0179731,0.27,0.53,0.2,0.29695964,0.5259425,0.1770978
301,0.01178367,0.27,0.53,0.2,0.28767556,0.5223647,0.18995984
302,0.026526714,0.27,0.53,0.2,0.30979007,0.49295318,0.19725671
303,0.028159717,0.27,0.53,0.2,0.3122396,0.4965945,0.19116591
304,0.058056578,0.27,0.53,0.2,0.18291517,0.5670936,0.24999125
305,0.014824112,0.27,0.53,0.2,0.29223618,0.51148134,0.19628246
306,0.023115253,0.27,0.53,0.2,0.3046729,0.52379996,0.17152715
307,0.014566556,0.27,0.53,0.2,0.25094628,0.5518498,0.19720387
308,0.030151919,0.27,0.53,0.2,0.31522787,0.50546247,0.1793096
309,0.006421834,0.27,0.53,0.2,0.26036727,0.53204286,0.20758988
310,0.005388528,0.27,0.53,0.2,0.2744581,0.52191716,0.20362468
311,0.027241632,0.27,0.53,0.2,0.3108625,0.4987298,0.19040778
312,0.022284782,0.27,0.53,0.2,0.30342716,0.5186633,0.1779095
313,0.010126765,0.27,0.53,0.2,0.25633502,0.5284748,0.21519014
314,0.015109028,0.27,0.53,0.2,0.24733648,0.5429319,0.20973161
315,0.017098421,0.27,0.53,0.2,0.29564768,0.50473326,0.19961911
316,0.021089653,0.27,0.53,0.2,0.3016345,0.5062368,0.1921287
317,0.028151492,0.27,0.53,0.2,0.28436318,0.4877728,0.22786413
318,0.013627768,0.27,0.53,0.2,0.2904417,0.5240648,0.18549357
319,0.017499203,0.27,0.53,0.2,0.29624882,0.52081066,0.18294051
320,0.021795496,0.27,0.53,0.2,0.30269322,0.52337116,0.17393553
321,0.02313894,0.27,0.53,0.2,0.30470845,0.509982,0.1853096
322,0.02451525,0.27,0.53,0.2,0.3067729,0.5112976,0.18192951
323,0.012425671,0.27,0.53,0.2,0.2625385,0.51882297,0.2186385
324,0.014387046,0.27,0.53,0.2,0.29158056,0.5281869,0.18023247
325,0.026972115,0.27,0.53,0.2,0.3104582,0.496989,0.19255282
326,0.024294332,0.27,0.53,0.2,0.3064415,0.5016629,0.19189554
327,0.016215364,0.27,0.53,0.2,0.29432303,0.52644795,0.17922895
328,0.013969471,0.27,0.53,0.2,0.26314247,0.55095416,0.18590333
329,0.020918852,0.27,0.53,0.2,0.30137828,0.5084882,0.19013351
330,0.034735855,0.27,0.53,0.2,0.2846349,0.4778962,0.23746893
331,0.023433456,0.27,0.53,0.2,0.3051502,0.5145113,0.18033852
332,0.0074203163,0.27,0.53,0.2,0.2716959,0.5188695,0.2094346
333,0.013993119,0.27,0.53,0.2,0.29098973,0.52522445,0.18378589
334,0.016321143,0.27,0.53,0.2,0.29448172,0.51748544,0.18803282
335,0.013110325,0.27,0.53,0.2,0.28966546,0.52751774,0.18281671
336,0.039972793,0.27,0.53,0.2,0.30741167,0.47004077,0.22254752
337,0.024304485,0.27,0.53,0.2,0.3064567,0.5229657,0.1705775
338,0.018419484,0.27,0.53,0.2,0.29762927,0.51799816,0.18437262
339,0.016576326,0.27,0.53,0.2,0.2948645,0.52591354,0.17922196
340,0.02554067,0.27,0.53,0.2,0.30831102,0.5050866,0.18660237
341,0.025504733,0.27,0.53,0.2,0.30825713,0.4964947,0.19524819
342,0.0046269097,0.27,0.53,0.2,0.26716474,0.53694034,0.19589491
343,0.017448783,0.27,0.53,0.2,0.2961732,0.5225648,0.18126197
344,0.017319808,0.27,0.53,0.2,0.24402034,0.5491942,0.20678551
345,0.014437094,0.27,0.53,0.2,0.2916557,0.523776,0.18456838
346,0.016434893,0.27,0.53,0.2,0.29465237,0.5258204,0.17952728
347,0.020441135,0.27,0.53,0.2,0.30066174,0.50466937,0.19466893
348,0.020390198,0.27,0.53,0.2,0.3005853,0.5091828,0.19023186
349,0.019568628,0.27,0.53,0.2,0.2931254,0.5362275,0.17064705
350,0.030000279,0.27,0.53,0.2,0.31500044,0.49115828,0.1938413
351,0.019557938,0.27,0.53,0.2,0.2942493,0.5350876,0.17066309
352,0.019428924,0.27,0.53,0.2,0.29914337,0.51539403,0.18546253
353,0.0070212833,0.27,0.53,0.2,0.28053197,0.5241957,0.19527242
354,0.022715116,0.27,0.53,0.2,0.30407268,0.51044965,0.18547764
355,0.011350319,0.27,0.53,0.2,0.27706152,0.5129745,0.20996398
356,0.008518279,0.27,0.53,0.2,0.28277743,0.5214917,0.19573085
357,0.023621628,0.27,0.53,0.2,0.30543244,0.4956881,0.1988794
358,0.01332061,0.27,0.53,0.2,0.28890753,0.51001906,0.20107341
359,0.025782824,0.27,0.53,0.2,0.30867428,0.51281136,0.1785144
360,0.013549323,0.27,0.53,0.2,0.28353986,0.509676,0.20678413
361,0.022281727,0.27,0.53,0.2,0.30342266,0.51722634,0.1793511
362,0.015978212,0.27,0.53,0.2,0.29396734,0.5187837,0.18724898
363,0.025213629,0.27,0.53,0.2,0.30782047,0.498806,0.19337355
364,0.016040942,0.27,0.53,0.2,0.28644535,0.5059386,0.2076161
