bag_id,mae,true_prev_class_0,true_prev_class_1,true_prev_class_2,pred_prev_class_0,pred_prev_class_1,pred_prev_class_2
43,0.106765546,0.27,0.53,0.2,0.4301483,0.47140506,0.098446555
44,0.075961865,0.27,0.53,0.2,0.3839428,0.4922409,0.12381627
45,0.092910625,0.27,0.53,0.2,0.40936595,0.41487703,0.17575702
46,0.20179646,0.27,0.53,0.2,0.5726947,0.3031317,0.124173574
47,0.043359388,0.27,0.53,0.2,0.33503908,0.47619784,0.18876304
48,0.14940773,0.27,0.53,0.2,0.49411163,0.3637602,0.14212823
49,0.057863694,0.27,0.53,0.2,0.35679555,0.45294082,0.19026361
50,0.09631453,0.27,0.53,0.2,0.41447183,0.4049312,0.18059704
51,0.11540682,0.27,0.53,0.2,0.4431102,0.42690665,0.12998305
52,0.0707655,0.27,0.53,0.2,0.37614828,0.4384714,0.18538034
53,0.13602716,0.27,0.53,0.2,0.4441391,0.32595924,0.22990164
54,0.21087074,0.27,0.53,0.2,0.58630615,0.32823235,0.08546155
55,0.099140674,0.27,0.53,0.2,0.41871107,0.4298872,0.1514018
56,0.05947871,0.27,0.53,0.2,0.35901076,0.44078192,0.20020734
57,0.05656858,0.27,0.53,0.2,0.35485289,0.44823682,0.19691028
58,0.07712809,0.27,0.53,0.2,0.38569218,0.4552025,0.15910538
59,0.04119101,0.27,0.53,0.2,0.33178654,0.48069465,0.18751882
60,0.06405575,0.27,0.53,0.2,0.36608365,0.4524059,0.18151048
61,0.047480043,0.27,0.53,0.2,0.3412201,0.47411287,0.18466708
62,0.051311854,0.27,0.53,0.2,0.3469678,0.4601718,0.1928604
63,0.10309406,0.27,0.53,0.2,0.40742332,0.3753589,0.2172178
64,0.063089855,0.27,0.53,0.2,0.36463478,0.43846083,0.19690436
65,0.09974748,0.27,0.53,0.2,0.41962123,0.39872023,0.1816585
66,0.07160468,0.27,0.53,0.2,0.36191005,0.42259297,0.21549699
67,0.11042685,0.27,0.53,0.2,0.4356403,0.36749443,0.19686528
68,0.045217123,0.27,0.53,0.2,0.33782572,0.46964025,0.19253406
69,0.048138037,0.27,0.53,0.2,0.34220707,0.4731159,0.18467703
70,0.040937256,0.27,0.53,0.2,0.3314059,0.47874787,0.18984623
71,0.07122668,0.27,0.53,0.2,0.37619847,0.42315996,0.20064156
72,0.041153222,0.27,0.53,0.2,0.33172983,0.4827339,0.18553622
73,0.08349951,0.27,0.53,0.2,0.3952493,0.44139525,0.16335547
74,0.10807695,0.27,0.53,0.2,0.43211547,0.4037187,0.16416588
75,0.041413236,0.27,0.53,0.2,0.33211988,0.4719231,0.19595702
76,0.095079504,0.27,0.53,0.2,0.41261926,0.42855686,0.15882388
77,0.13730417,0.27,0.53,0.2,0.4759563,0.3710659,0.15297782
78,0.10410545,0.27,0.53,0.2,0.4261582,0.42719606,0.14664574
79,0.084587134,0.27,0.53,0.2,0.39688072,0.40717304,0.19594625
80,0.120585196,0.27,0.53,0.2,0.45087782,0.40940383,0.13971837
81,0.05166003,0.27,0.53,0.2,0.34749004,0.4747334,0.1777765
82,0.05930409,0.27,0.53,0.2,0.35733163,0.44104385,0.20162453
83,0.051707044,0.27,0.53,0.2,0.3475606,0.47244996,0.17998949
84,0.036130976,0.27,0.53,0.2,0.3224866,0.47580355,0.20170991
85,0.165232,0.27,0.53,0.2,0.517848,0.3274364,0.1547156
86,0.10289329,0.27,0.53,0.2,0.42433992,0.38731104,0.18834898
87,0.19464977,0.27,0.53,0.2,0.56197464,0.29800877,0.14001651
88,0.043905694,0.27,0.53,0.2,0.33585855,0.47482678,0.18931465
89,0.06493716,0.27,0.53,0.2,0.3674058,0.45521742,0.17737687
90,0.046488658,0.27,0.53,0.2,0.3357219,0.46026698,0.20401108
91,0.13208751,0.27,0.53,0.2,0.4681313,0.3323113,0.19955741
92,0.1649939,0.27,0.53,0.2,0.5174908,0.36416444,0.11834465
93,0.13329633,0.27,0.53,0.2,0.4699445,0.40302947,0.12702604
94,0.11028307,0.27,0.53,0.2,0.4354246,0.4066397,0.15793566
95,0.122208625,0.27,0.53,0.2,0.45331296,0.3985234,0.14816366
96,0.060137972,0.27,0.53,0.2,0.360207,0.44588888,0.19390416
97,0.12628303,0.27,0.53,0.2,0.4594246,0.35108837,0.18948705
98,0.14542462,0.27,0.53,0.2,0.48813695,0.46378976,0.048073307
99,0.02520164,0.27,0.53,0.2,0.3078025,0.4986887,0.19350885
100,0.10005698,0.27,0.53,0.2,0.4035644,0.3799145,0.21652111
101,0.069641665,0.27,0.53,0.2,0.37446254,0.45297894,0.17255858
102,0.07444716,0.27,0.53,0.2,0.38167077,0.4440533,0.17427595
103,0.05282642,0.27,0.53,0.2,0.34923968,0.49285784,0.15790254
104,0.07957732,0.27,0.53,0.2,0.38936597,0.44616225,0.16447172
105,0.04760769,0.27,0.53,0.2,0.31122968,0.56018186,0.12858848
106,0.059589,0.27,0.53,0.2,0.3593835,0.45600036,0.1846161
107,0.18212414,0.27,0.53,0.2,0.54318625,0.35436857,0.1024452
108,0.06095763,0.27,0.53,0.2,0.36143646,0.44291395,0.19564958
109,0.196285,0.27,0.53,0.2,0.5644275,0.3325986,0.1029739
110,0.090268455,0.27,0.53,0.2,0.4054027,0.4200199,0.17457741
111,0.06299584,0.27,0.53,0.2,0.3644938,0.4471123,0.18839394
112,0.1015595,0.27,0.53,0.2,0.4223393,0.3986865,0.17897424
113,0.062272202,0.27,0.53,0.2,0.36340833,0.48041412,0.15617757
114,0.11949252,0.27,0.53,0.2,0.44923878,0.4219479,0.12881328
115,0.078702815,0.27,0.53,0.2,0.38805422,0.4165772,0.19536854
116,0.15368749,0.27,0.53,0.2,0.50053126,0.3881915,0.11127722
117,0.06650341,0.27,0.53,0.2,0.36975512,0.45151162,0.17873323
118,0.04851753,0.27,0.53,0.2,0.3377607,0.45722368,0.20501563
119,0.065999344,0.27,0.53,0.2,0.368999,0.44934937,0.18165156
120,0.053434595,0.27,0.53,0.2,0.3501519,0.4693242,0.18052387
121,0.05925745,0.27,0.53,0.2,0.35888615,0.45031536,0.1907984
122,0.037048977,0.27,0.53,0.2,0.32557347,0.48376065,0.19066586
123,0.07167301,0.27,0.53,0.2,0.37750956,0.47012597,0.15236452
124,0.10464343,0.27,0.53,0.2,0.42696518,0.39509702,0.17793787
125,0.043945864,0.27,0.53,0.2,0.3359188,0.4810972,0.182984
126,0.05266073,0.27,0.53,0.2,0.3489911,0.46432075,0.18668813
127,0.033129428,0.27,0.53,0.2,0.3196942,0.4940718,0.18623406
128,0.06788196,0.27,0.53,0.2,0.37182295,0.4283478,0.19982925
129,0.086265124,0.27,0.53,0.2,0.3993977,0.42340982,0.17719246
130,0.12495878,0.27,0.53,0.2,0.4574382,0.41844606,0.12411575
131,0.11915509,0.27,0.53,0.2,0.44873264,0.36982867,0.18143865
132,0.115127616,0.27,0.53,0.2,0.44269145,0.40824643,0.14906214
133,0.05473271,0.27,0.53,0.2,0.3520991,0.47262755,0.17527337
134,0.049344253,0.27,0.53,0.2,0.3440164,0.4573451,0.19863851
135,0.07247024,0.27,0.53,0.2,0.37870535,0.44461828,0.1766763
136,0.05340363,0.27,0.53,0.2,0.3501055,0.4658195,0.18407506
137,0.06526442,0.27,0.53,0.2,0.36789665,0.4596204,0.17248297
138,0.054353658,0.27,0.53,0.2,0.35153052,0.4660877,0.18238181
139,0.10115126,0.27,0.53,0.2,0.4217269,0.39839888,0.17987423
140,0.09417666,0.27,0.53,0.2,0.41126502,0.46728444,0.12145056
141,0.051131237,0.27,0.53,0.2,0.34669685,0.47457615,0.17872696
142,0.061135177,0.27,0.53,0.2,0.36170277,0.51582843,0.12246877
143,0.1027022,0.27,0.53,0.2,0.4240533,0.4386554,0.13729125
144,0.2045033,0.27,0.53,0.2,0.576755,0.39637494,0.0268701
145,0.07446586,0.27,0.53,0.2,0.3816988,0.4364206,0.18188058
146,0.22268789,0.27,0.53,0.2,0.6040318,0.28715777,0.108810365
147,0.13418908,0.27,0.53,0.2,0.47128367,0.39575875,0.13295762
148,0.069513045,0.27,0.53,0.2,0.37426957,0.44731322,0.17841718
149,0.10602432,0.27,0.53,0.2,0.42903653,0.4522578,0.11870573
150,0.09291699,0.27,0.53,0.2,0.40937552,0.47252655,0.11809796
151,0.118291594,0.27,0.53,0.2,0.44743744,0.36632872,0.18623391
152,0.083756484,0.27,0.53,0.2,0.39563474,0.44554222,0.15882301
153,0.07918584,0.27,0.53,0.2,0.3887788,0.4681831,0.14303814
154,0.1453432,0.27,0.53,0.2,0.48801485,0.3339402,0.17804497
155,0.05388571,0.27,0.53,0.2,0.3508286,0.46856454,0.18060689
156,0.04474288,0.27,0.53,0.2,0.33711433,0.47749102,0.18539464
157,0.12084044,0.27,0.53,0.2,0.45126066,0.4381744,0.110564895
158,0.043789107,0.27,0.53,0.2,0.3356837,0.46894896,0.19536738
159,0.04117492,0.27,0.53,0.2,0.33176243,0.4783196,0.18991806
160,0.1346326,0.27,0.53,0.2,0.47194892,0.40027055,0.12778051
161,0.10123179,0.27,0.53,0.2,0.42184773,0.44612473,0.13202758
162,0.14773537,0.27,0.53,0.2,0.4916031,0.3452061,0.16319083
163,0.048378464,0.27,0.53,0.2,0.34256768,0.46471295,0.19271931
164,0.057896245,0.27,0.53,0.2,0.35684437,0.4630128,0.18014278
165,0.14630902,0.27,0.53,0.2,0.48946354,0.34005162,0.17048481
166,0.087616794,0.27,0.53,0.2,0.40142518,0.42783695,0.17073782
167,0.123500586,0.27,0.53,0.2,0.4488219,0.3447491,0.206429
168,0.092555664,0.27,0.53,0.2,0.4088335,0.44876793,0.14239855
169,0.12972982,0.27,0.53,0.2,0.46459478,0.3980474,0.13735789
170,0.07807264,0.27,0.53,0.2,0.38710895,0.4556464,0.15724461
171,0.029936194,0.27,0.53,0.2,0.31490436,0.48801416,0.19708158
172,0.12150364,0.27,0.53,0.2,0.45225546,0.39624637,0.15149812
173,0.051574018,0.27,0.53,0.2,0.34736103,0.46323204,0.1894069
174,0.07908902,0.27,0.53,0.2,0.38863352,0.41769865,0.19366777
175,0.10833603,0.27,0.53,0.2,0.43250406,0.40817627,0.15931967
176,0.12600322,0.27,0.53,0.2,0.45900488,0.38856435,0.15243082
177,0.15341891,0.27,0.53,0.2,0.5001284,0.38126934,0.1186023
178,0.07211726,0.27,0.53,0.2,0.3781759,0.43013668,0.1916874
179,0.11331618,0.27,0.53,0.2,0.43997425,0.36638793,0.19363776
180,0.13049825,0.27,0.53,0.2,0.46574736,0.4007051,0.1335475
181,0.12239949,0.27,0.53,0.2,0.45359927,0.36823693,0.17816386
182,0.12437215,0.27,0.53,0.2,0.3567449,0.34344178,0.29981336
183,0.062054038,0.27,0.53,0.2,0.36308113,0.4580095,0.17890947
184,0.09550207,0.27,0.53,0.2,0.41325316,0.41996953,0.16677739
185,0.12560886,0.27,0.53,0.2,0.45841333,0.38087222,0.16071448
186,0.12676157,0.27,0.53,0.2,0.46014237,0.39901233,0.14084531
187,0.055341873,0.27,0.53,0.2,0.35301286,0.45863003,0.18835717
188,0.04938439,0.27,0.53,0.2,0.34407657,0.47545388,0.18046948
189,0.13570009,0.27,0.53,0.2,0.47355017,0.43205723,0.094392605
190,0.06299637,0.27,0.53,0.2,0.3644946,0.45007607,0.18542936
191,0.037113566,0.27,0.53,0.2,0.32567036,0.48263508,0.19169454
192,0.05129314,0.27,0.53,0.2,0.3469397,0.45507812,0.19798213
193,0.089094914,0.27,0.53,0.2,0.4036424,0.4324439,0.1639137
194,0.057611655,0.27,0.53,0.2,0.3564175,0.45602793,0.18755458
195,0.1353064,0.27,0.53,0.2,0.47295958,0.39554054,0.13149983
196,0.13074614,0.27,0.53,0.2,0.46611923,0.42760134,0.106279455
197,0.12756841,0.27,0.53,0.2,0.46135265,0.39505318,0.14359419
198,0.13895205,0.27,0.53,0.2,0.4776071,0.32157192,0.200821
199,0.06130847,0.27,0.53,0.2,0.3619627,0.45290077,0.1851365
200,0.21638817,0.27,0.53,0.2,0.59458226,0.32876733,0.0766504
201,0.047518294,0.27,0.53,0.2,0.34127748,0.4639116,0.19481097
202,0.04241507,0.27,0.53,0.2,0.33362263,0.46658093,0.19979645
203,0.20575935,0.27,0.53,0.2,0.57863903,0.32468843,0.09667254
204,0.1177702,0.27,0.53,0.2,0.4466553,0.43990353,0.11344113
205,0.103302754,0.27,0.53,0.2,0.42495412,0.40199935,0.17304647
206,0.050941583,0.27,0.53,0.2,0.3464124,0.45412382,0.19946378
207,0.080879875,0.27,0.53,0.2,0.3913198,0.43095282,0.17772733
208,0.12888259,0.27,0.53,0.2,0.4633239,0.3573454,0.17933069
209,0.04707161,0.27,0.53,0.2,0.34060743,0.4768196,0.18257296
210,0.12745345,0.27,0.53,0.2,0.4611802,0.42806092,0.11075893
211,0.109227456,0.27,0.53,0.2,0.43384123,0.40596545,0.16019338
212,0.07979723,0.27,0.53,0.2,0.38969585,0.42714328,0.18316084
213,0.08091254,0.27,0.53,0.2,0.3913688,0.46932337,0.13930778
214,0.055931237,0.27,0.53,0.2,0.3538969,0.45837295,0.1877302
215,0.064899534,0.27,0.53,0.2,0.36734933,0.45040134,0.18224935
216,0.1055716,0.27,0.53,0.2,0.3967298,0.37164256,0.2316276
217,0.07577257,0.27,0.53,0.2,0.3836589,0.46554944,0.1507917
218,0.040473253,0.27,0.53,0.2,0.30599472,0.46929014,0.22471522
219,0.04746638,0.27,0.53,0.2,0.30266678,0.56853276,0.12880044
220,0.048002467,0.27,0.53,0.2,0.3420037,0.4748122,0.18318406
221,0.029972544,0.27,0.53,0.2,0.3149588,0.4987038,0.18633734
222,0.092575274,0.27,0.53,0.2,0.40886292,0.4206425,0.17049456
223,0.043793645,0.27,0.53,0.2,0.33569044,0.47420806,0.19010141
224,0.062252436,0.27,0.53,0.2,0.3633787,0.48809004,0.14853132
225,0.07393949,0.27,0.53,0.2,0.38090923,0.44625393,0.17283681
226,0.08496809,0.27,0.53,0.2,0.39745212,0.42973804,0.17280976
227,0.0727124,0.27,0.53,0.2,0.3790686,0.44244838,0.17848301
228,0.08047471,0.27,0.53,0.2,0.39071208,0.42180952,0.1874784
229,0.018508306,0.27,0.53,0.2,0.2460224,0.55776244,0.19621517
230,0.04668148,0.27,0.53,0.2,0.34002227,0.46621177,0.19376603
231,0.09009013,0.27,0.53,0.2,0.4051352,0.43066671,0.16419807
232,0.1222207,0.27,0.53,0.2,0.45333108,0.44474858,0.101920344
233,0.08412844,0.27,0.53,0.2,0.38866183,0.40380734,0.20753086
234,0.08111043,0.27,0.53,0.2,0.39166564,0.4338747,0.1744596
235,0.0832065,0.27,0.53,0.2,0.39480978,0.43631783,0.16887243
236,0.058010235,0.27,0.53,0.2,0.3470238,0.4429846,0.20999157
237,0.048168663,0.27,0.53,0.2,0.342253,0.47053993,0.18720704
238,0.02989336,0.27,0.53,0.2,0.31484002,0.48970696,0.19545294
239,0.039932534,0.27,0.53,0.2,0.32989883,0.4908103,0.17929089
240,0.07489582,0.27,0.53,0.2,0.3823438,0.42216456,0.19549173
241,0.20060372,0.27,0.53,0.2,0.57090557,0.32192802,0.107166395
242,0.058126215,0.27,0.53,0.2,0.33256137,0.44281068,0.224628
243,0.051339325,0.27,0.53,0.2,0.347009,0.45829615,0.19469485
244,0.085437775,0.27,0.53,0.2,0.39815673,0.44200614,0.15983722
245,0.120705046,0.27,0.53,0.2,0.45105755,0.36914015,0.17980221
246,0.05934463,0.27,0.53,0.2,0.35901698,0.4625225,0.17846055
247,0.047532037,0.27,0.53,0.2,0.34129807,0.4715454,0.18715653
248,0.075950444,0.27,0.53,0.2,0.38392568,0.4409876,0.17508672
249,0.044030976,0.27,0.53,0.2,0.33604646,0.4642155,0.19973801
250,0.14571173,0.27,0.53,0.2,0.4885676,0.402142,0.10929038
251,0.074544825,0.27,0.53,0.2,0.38181728,0.42551717,0.19266559
252,0.08287474,0.27,0.53,0.2,0.39431214,0.45104268,0.15464522
253,0.0751325,0.27,0.53,0.2,0.37612355,0.41730124,0.20657521
254,0.15322936,0.27,0.53,0.2,0.48458353,0.30015594,0.21526052
255,0.10001073,0.27,0.53,0.2,0.4200161,0.41018996,0.16979393
256,0.14853108,0.27,0.53,0.2,0.4927967,0.35078064,0.15642276
257,0.07775078,0.27,0.53,0.2,0.3866262,0.47896335,0.13441049
258,0.04890057,0.27,0.53,0.2,0.34335086,0.4605175,0.19613162
259,0.18817894,0.27,0.53,0.2,0.5522684,0.3142332,0.13349836
260,0.07834379,0.27,0.53,0.2,0.3875157,0.43542162,0.17706268
261,0.062096674,0.27,0.53,0.2,0.36314502,0.45339444,0.18346052
262,0.22966605,0.27,0.53,0.2,0.6144991,0.20608598,0.17941488
263,0.09437468,0.27,0.53,0.2,0.38666233,0.38843796,0.2248997
264,0.1319414,0.27,0.53,0.2,0.46791214,0.364074,0.16801393
265,0.102019764,0.27,0.53,0.2,0.42302972,0.39409244,0.18287793
266,0.115807764,0.27,0.53,0.2,0.44371167,0.40124702,0.15504132
267,0.2082239,0.27,0.53,0.2,0.5823359,0.29557917,0.122084975
268,0.10084081,0.27,0.53,0.2,0.41720572,0.37873876,0.2040555
269,0.08315911,0.27,0.53,0.2,0.39473867,0.41437796,0.19088335
270,0.068850406,0.27,0.53,0.2,0.3732756,0.45510542,0.17161892
271,0.07968791,0.27,0.53,0.2,0.33012906,0.4104681,0.2594028
272,0.13709195,0.27,0.53,0.2,0.47563797,0.3967332,0.1276289
273,0.22771573,0.27,0.53,0.2,0.6115736,0.262225,0.12620138
274,0.046685323,0.27,0.53,0.2,0.340028,0.47285688,0.1871151
275,0.046152722,0.27,0.53,0.2,0.33922908,0.46633455,0.19443633
276,0.07229192,0.27,0.53,0.2,0.37843788,0.42941573,0.19214636
277,0.052910645,0.27,0.53,0.2,0.34936598,0.47412986,0.17650415
278,0.12731181,0.27,0.53,0.2,0.46096775,0.43819457,0.10083773
279,0.08299289,0.27,0.53,0.2,0.39448935,0.43911913,0.1663915
280,0.049899325,0.27,0.53,0.2,0.34484902,0.46483636,0.19031465
281,0.082008876,0.27,0.53,0.2,0.39301333,0.41828525,0.18870142
282,0.09858636,0.27,0.53,0.2,0.41787955,0.4253435,0.1567769
283,0.06593837,0.27,0.53,0.2,0.3689076,0.4576855,0.17340696
284,0.03154919,0.27,0.53,0.2,0.3173238,0.49685243,0.18582377
285,0.03906158,0.27,0.53,0.2,0.32859236,0.48033544,0.19107214
286,0.15047376,0.27,0.53,0.2,0.49571064,0.36808515,0.1362042
287,0.0876168,0.27,0.53,0.2,0.4014252,0.45537016,0.14320463
288,0.09855891,0.27,0.53,0.2,0.39158013,0.38216162,0.22625826
289,0.15879576,0.27,0.53,0.2,0.5081937,0.40461937,0.08718702
290,0.22083074,0.27,0.53,0.2,0.6012461,0.31015348,0.08860041
291,0.052990496,0.27,0.53,0.2,0.34948578,0.46375903,0.18675523
292,0.10183126,0.27,0.53,0.2,0.4227469,0.45029002,0.12696305
293,0.18143804,0.27,0.53,0.2,0.5421571,0.35249984,0.10534309
294,0.1460637,0.27,0.53,0.2,0.48909557,0.36746415,0.14344026
295,0.04410149,0.27,0.53,0.2,0.33615223,0.48276484,0.18108287
296,0.12663628,0.27,0.53,0.2,0.45995447,0.36580387,0.1742417
297,0.15584296,0.27,0.53,0.2,0.50376445,0.3065063,0.18972923
298,0.10149961,0.27,0.53,0.2,0.42224944,0.42607102,0.15167956
299,0.030216152,0.27,0.53,0.2,0.29577264,0.48467577,0.21955162
300,0.11374736,0.27,0.53,0.2,0.44062105,0.40399715,0.15538178
301,0.059625387,0.27,0.53,0.2,0.3594381,0.4838305,0.15673138
302,0.10746009,0.27,0.53,0.2,0.43119016,0.3958132,0.17299666
303,0.060007755,0.27,0.53,0.2,0.32416683,0.43998832,0.23584479
304,0.04352893,0.27,0.53,0.2,0.33529338,0.4852286,0.17947796
305,0.11777041,0.27,0.53,0.2,0.44665566,0.38201696,0.17132741
306,0.051071156,0.27,0.53,0.2,0.34660676,0.4596274,0.19376586
307,0.058951367,0.27,0.53,0.2,0.35842708,0.44425902,0.19731392
308,0.24726556,0.27,0.53,0.2,0.6408984,0.26740512,0.09169655
309,0.0364785,0.27,0.53,0.2,0.3247178,0.4907441,0.18453814
310,0.06094406,0.27,0.53,0.2,0.36141613,0.45166734,0.18691657
311,0.13016276,0.27,0.53,0.2,0.46524414,0.3837358,0.15102005
312,0.11226668,0.27,0.53,0.2,0.43840006,0.3851348,0.17646518
313,0.08610952,0.27,0.53,0.2,0.3991643,0.41305304,0.18778268
314,0.059253275,0.27,0.53,0.2,0.35852286,0.44112006,0.20035706
315,0.07256533,0.27,0.53,0.2,0.378848,0.4325086,0.18864337
316,0.047645424,0.27,0.53,0.2,0.34146816,0.46669406,0.19183779
317,0.04986993,0.27,0.53,0.2,0.3448049,0.48164523,0.17354986
318,0.07167668,0.27,0.53,0.2,0.37751502,0.43483075,0.1876542
319,0.048880745,0.27,0.53,0.2,0.3433211,0.4661658,0.19051303
320,0.094203204,0.27,0.53,0.2,0.41130483,0.40073204,0.18796314
321,0.072956,0.27,0.53,0.2,0.37943402,0.44179365,0.17877232
322,0.19474067,0.27,0.53,0.2,0.562111,0.34368715,0.0942018
323,0.12032821,0.27,0.53,0.2,0.42673022,0.34950766,0.22376211
324,0.07402681,0.27,0.53,0.2,0.38104022,0.4387097,0.18025005
325,0.12070943,0.27,0.53,0.2,0.45106417,0.4192082,0.12972765
326,0.11092345,0.27,0.53,0.2,0.43638518,0.38532177,0.17829305
327,0.024153331,0.27,0.53,0.2,0.30623,0.49465021,0.19911976
328,0.033625785,0.27,0.53,0.2,0.3204387,0.48702493,0.19253638
329,0.043758612,0.27,0.53,0.2,0.3325476,0.46436208,0.20309035
330,0.09064939,0.27,0.53,0.2,0.4059741,0.41628644,0.17773944
331,0.11912447,0.27,0.53,0.2,0.4486867,0.46693173,0.0843815
332,0.112115316,0.27,0.53,0.2,0.438173,0.45502505,0.10680197
333,0.095824815,0.27,0.53,0.2,0.41373727,0.4500163,0.1362465
334,0.045492712,0.27,0.53,0.2,0.33823907,0.47470748,0.18705341
335,0.21630193,0.27,0.53,0.2,0.5944529,0.34009916,0.06544794
336,0.09949287,0.27,0.53,0.2,0.4192393,0.39146307,0.18929759
337,0.08814921,0.27,0.53,0.2,0.40113804,0.3977762,0.2010858
338,0.045725062,0.27,0.53,0.2,0.3385876,0.47618854,0.18522385
339,0.05271319,0.27,0.53,0.2,0.3490698,0.47557423,0.17535597
340,0.0710892,0.27,0.53,0.2,0.37663382,0.43745545,0.18591075
341,0.09085851,0.27,0.53,0.2,0.40628776,0.4369556,0.1567566
342,0.094878554,0.27,0.53,0.2,0.41231787,0.4263383,0.16134387
343,0.11214096,0.27,0.53,0.2,0.4382115,0.40981176,0.15197681
344,0.053034354,0.27,0.53,0.2,0.34955156,0.4630689,0.18737955
345,0.12112099,0.27,0.53,0.2,0.4516815,0.4422913,0.106027216
346,0.055622056,0.27,0.53,0.2,0.35343313,0.46717572,0.1793912
347,0.086352564,0.27,0.53,0.2,0.3995289,0.4217784,0.17869274
348,0.04247116,0.27,0.53,0.2,0.33370674,0.48444915,0.18184407
349,0.093157314,0.27,0.53,0.2,0.40973598,0.43063447,0.15962955
350,0.08489672,0.27,0.53,0.2,0.38240802,0.40265492,0.2149371
351,0.058662903,0.27,0.53,0.2,0.35700986,0.4420056,0.2009845
352,0.050086156,0.27,0.53,0.2,0.34512928,0.46891606,0.18595472
353,0.073405765,0.27,0.53,0.2,0.3801087,0.46598315,0.15390822
354,0.06630059,0.27,0.53,0.2,0.36945093,0.45640978,0.17413932
355,0.07488688,0.27,0.53,0.2,0.38233033,0.47277108,0.14489858
356,0.045579314,0.27,0.53,0.2,0.338369,0.46997184,0.1916592
357,0.08046221,0.27,0.53,0.2,0.39069334,0.47568274,0.13362393
358,0.08783704,0.27,0.53,0.2,0.4017556,0.41504127,0.18320318
359,0.059488203,0.27,0.53,0.2,0.3592323,0.44222555,0.19854212
360,0.13835846,0.27,0.53,0.2,0.47753766,0.4346234,0.08783889
361,0.12152687,0.27,0.53,0.2,0.45229033,0.44966373,0.09804596
362,0.14388669,0.27,0.53,0.2,0.48583007,0.34335363,0.17081635
363,0.09664321,0.27,0.53,0.2,0.41496485,0.48172733,0.10330785
364,0.14880711,0.27,0.53,0.2,0.49321067,0.34590226,0.16088706
